score,comment,serving,rbid,rbbrewer,created_at
2.3,"A bland Franconian Helles with noticeable DMS off-notes and problems with body support. Light to moderate notes of grains, crackers, vegetables and concrete mix with quieter touches of cigarette filters. Mineral notes bleed over into chemical odors, and the malt is quite stale and seemingly oxidized even fresh in the bottle. Weak, watery body with a saccharine and potato chip / starch / fried breading finish.",,31370,8422,'2013-12-06 00:00:00'
2.6,"Draft at the brewery in Loffeld. Pale gold with a quick and short white head.
Simple nose of stale lemon-y hops and faint saccharine-like malt.
Medium-light body, fizzy carbonation, rough husky texture, turns sour in the mouth. Basic beer.",,24949,1970,'2014-08-13 00:00:00'
3.5,"Draft at the brewery in Breitengussbach. Amber body, lightly hazed with a sticky white head.
Malt-forward aroma of toasted bread, raw barley malt, red apple skin ester, a little bit of fruit cocktail esteriness that seems outside of what you expect of half-dunkles zwickel... Hops are floral, orange / apricot. Cara malt. Some doughy / raw yeast in the nose. Medium-light body. Savory malt in the mouth is bready, toasty, rich.",,213480,16754,'2014-08-14 00:00:00'
2.1,"Draft at the brewery in Loffeld. Clear amber-honey gold with a short white head.
Malty nose of apple / pear with off-notes of DMS. Low carbonation, low acid, flabby body. Sour in the mouth. Rough texture, fizzy carbonation. Pretty bad in every way.
",,149822,1970,'2014-08-13 00:00:00'
3.9,"Bottle from the brewery cold room, best by February 2015. Clear gold with a white head.
Bright aroma is floral and lemon-y, Spalt-like. Clean fermentation profile, malt is lightly toasty and baguette-like. Soft touch of calcium and good sulfur. Medium body, effervescent with high bitterness... maybe one of the most bitter beers to be found in Franconia... seemingly dry, minerallic, hoppy and bitter. Wonderful stuff, a complete surprise to find such a characterful Pilsner, in good shape, from the bottle.",,44440,2013,'2014-08-15 00:00:00'
2.8,"From bottle at Unsere kleine Hümmer-Bräu Breitengüßbach. Muddy brown. Butter toffee, grainy aroma, wet dog hair... rye shows through giving it breadiness. Cloudy / yeasty and game-y / musty, animal-like.
Medium body, spicy / acidic in the mouth, not buttery in the sense of diacetyl, but possible in small amounts. Med low bitter, semi-sweet, a bit starchy, slick / syrupy / oily texture. Would guess closer to 6% than 8%.",,281688,16754,'2014-08-14 00:00:00'
3.5,"Bottle from the brewery cold room, best by December 2014. Still, clear orange-gold, short head with large bubbles.
Honey sugar glazed ham smoke character in the nose, melanoidin-rich and meaty without any ash / char unpleasantness. Oily in the mouth, carbonation is just a tad brash.  Would be syrupy if not for the solid mineral content. Nice contrast of sweetness and saltiness on a toasty malt core.",,159123,2013,'2014-08-15 00:00:00'
1.8,"bottle.  dull, clear light amber body with a small white head, little retention, some lacing.  oxidized and starchy honey and spelt/ rye grain malt aroma with chalky and pasty yeast and noticeable DMS. combine this with faded aromatic hops and you have yourself a cabbage and carrot and stale tobacco-smelling beer.  it doesn’t taste any better, no surprise there.  stale, ashy, carrot / vegetable-like with medium acid, low sweetness, low bitterness, stale paper oxidized malt and carrot and cabbage.  yuck.",,70248,2013,'2013-05-24 00:00:00'
3.3,"Bottle from the brewery cold room, best by December 2014. Brilliant orange, lightly hazed with a short white head.
Orange jam hoppiness with touches of caramelized malt. Toasty and bready and clean. Medium-full body, savory mouthfeel, lush carbonation. Starchy and a bit salty in the finish.
6/3/6/4/14, 3.3

From gravity barrel at the brewery in Kemmern. Hazy amber with a patchy off-white head.
Medium body, sweet and syrupy. Low carbonation as expected, but hop acidity and mineral character gives it some foundation, but it’s also yeasty / dirty and the malt comes across as red apple and caramel chews. Dull in the nose, flabby in the mouth. Faint metal off-notes. Pretty poor showing after making our way back to the brewery for a barrel tapping. And odd that the bottle fared better by score, but by memory they are about the same, 2.9-3.3 is not much of a difference, perhaps it was because of expectation.
5/3/6/3/12, 2.9",,17747,2013,'2014-09-01 00:00:00'
3,"From keg at the Lang-Bräu shop. Clear gold with a sustained white head.
Basic helles, quiet pale malt with an impression of saccharine in the nose. Light body, clean, sweet, low bitterness. Finish shows calcium / chalk / minerals and some malt rawness.",,89791,2908,'2014-09-06 00:00:00'
2.7,"Bottle from the Lang-Bräu cooler. Clear gold, stiff white head.
Hoppy nose is celery sticks, leafy greens, wet hop cones. Mineral quality is sulfur and chalk, slightly stinky in the nose. Light body, sweet, moderately bitter. Pils malt shows as saccharine again, without the graininess of the hell in the finish, given the green and raw and young hop character. ",,31163,2908,'2014-09-06 00:00:00'
2.9,"Draft at Kellerwald as Hebendanz Annafestbier.
Sweet, apple-y, a little metallic and it tends to smell like the croc, really. Seems young and rough and not lagered long enough. Medium-light body, sweet, a little syrupy, malt in the finish is baked bread and saccharine. Minimal hop bitterness, little aroma either.
",,51795,5148,'2014-09-09 00:00:00'
2.6,"Bottle found in Weissenstadt. Clear amber with a loose, short head.
Simple malt nose: bready, toasty, a little grainy. Mild spice phenols and faint earthy hops. Brash seltzer water carbonation. Light-bodied with malzbier saccharine sweetness. Carbonic, sweet, low bitterness, simple.",,214733,4132,'2014-09-14 00:00:00'
2.9,"Draft pour in Weissenstadt. Clear gold and effervescent with a lasting head.
Little hop aroma, simple calcium carbonate mineral quality, light touch of baked crackers and bread from the malt. Rough carbonation, lightly sweet, lightly bitter, pasty in the mouth. No character whatsoever.",,74547,6665,'2014-09-14 00:00:00'
3.6,"Bottle from the cold room at Wagner. 5.2%, best by January 2015. Clear gold with a short white head.
Pleasant pale malt nose with floral and lemon-y German hops showing well. Mild green mint spiciness, slight note of corn kernels that I’m unsure of. Medium-light body, tangy and zesty in the mouth, medium-low carbonation. Sweet, tart, semi-bitter finish / Somewhat tart and pasty with decent bitterness. Aroma and flavor balance is nice, craftsmanship is solid.",,271925,2013,'2014-09-21 00:00:00'
3,"From bottle, best by January 2015. Clear gold with a short white head. Pale malt aroma of toasty-honey-biscuit with some dead yeast off-notes (silt, clay). Notes of carrot and creamed corn in the nose suggests DMS. Medium body, sharp in the mouth, semi-sweet, decent richness to the malt, sticky / syrupy / honey-ish. Almost works for me but has some strange candy corn aromas as it breathes.
",,70247,2013,'2014-09-21 00:00:00'
3.5,"Hazy orange-gold with a tall head. Fruity-gummi nose, nice wheat expression, relatively mild phenols for weissbier, and low banana ester as well, which is appreciated. Minerally / airy notes. Creamy semi-sweet approach, then effervescent / fizzy and tart in the back. Chewy wheat, fruity orange / apricot. Nice body, some heft / thickness from the wheat livened by strong carbonation. ",,66845,3933,'2014-09-15 00:00:00'
3.3,"From bottle dated best by August 30, 2014. Highly effervescent pour, tall building head quickly collapsing.
Obligatory banana-clove aroma with strong phenols, almost seeming to burn the nose. Sharp and somewhat medicinal, I fear it’s not in the best shape. Sweet tarts and banana candies and such for aroma and flavor, I can’t help but think of pixie stix too. Medium body, creamy weizen texture, slick across the middle before pricking acids enliven the finish. Sweet, creamy, effervescent with decent flavor expression, though thin and short in the finish.",,159305,13706,'2014-09-15 00:00:00'
2.8,"From bottle. Aromatic malt does have an enjoyable warm baked baguette quality,, and the hops are nicely citric and flora, but both are overwhelmed by a dusty wheat flour and concrete mix quality. Medium-light body, semi-sweet, oily in the mouth with a short papery finish. Almost seems like a good one, in better shape I’m sure it would show better, though the ambient dust / concrete mix off-notes would still be trouble.
",,17092,2906,'2014-09-27 00:00:00'
2.5,"Bottle from the brewery. Clear gold with a foamy white head. Airy, dusty and starchy aroma, the gravel / concrete note is present in this one as well. Malt character is unpleasant dried saltine crackers and stale white bread. Hops are lightly floral and lemon-y but sit quiet. Medium-light body, semi-sweet, starchy, a little juicy, somewhat husky, and finally, mineral-heavy in an unpleasant way. ",,19031,3147,'2014-09-23 00:00:00'
2.5,"From bottle, called Doppelbock. Clear gold. Starch and concrete mix on top of pale candy sugar malt and faint basement must, sharp aroma, slightly alcoholic. Medium body, starchy and effervescent and rough. Sweet and syrupy in the finish with a definite gravel / concrete mix impression. Simple and fizzy and sweet.
",,246241,3147,'2014-09-23 00:00:00'
2.5,"Bottle from the brewery. Clear gold with a billowy large-bubbled head.
Stale malt impression is white bread and saltine cracker with muted lemon hop aromatics and off-notes of dryer sheets and chalk. Light, body, fizzy, astringent, husky and minerallic. No sugar to help push against the high effervescence, so it comes across drier and more bitter than it should. A shame that the bottles doesn’t fare well, we had a zwickel pull of the pilsner directly from the tank and it was in better shape, still didn’t have a great malt character but at least it was bright.
",,19025,3147,'2014-09-27 00:00:00'
2.4,"Bottle from the brewery. Lightly hazed gold with a medium-sized white head.
Impression of the nose is stale banana slices, muted clove esters, yeast with a quier salt and pepper effect. Light bodied and effervescent. Dry, pasty, starchy, tart and turning sour with a rough dose of yeast in the finish. Off balance and unpalatable. ",,19027,3147,'2014-09-27 00:00:00'
2,"Bottle from the brewery. Starch and cement mix and shaved carrot / DMS off-notes muck up the aroma, covering up faint lemon juice hoppiness. Highly effervescent, gritty and husky, semi-sweet (lower perception given the high carbonation), bitterness seems low. Stinky acetone becomes unbearable after a short time. Had to spit instead of swallow.",,281853,3147,'2014-09-27 00:00:00'
2.8,"Draft at the brewery in Reckendorf, November 2012. Lightly hazed dull amber with a fine white head. Yeasty aroma with dry pet food mix malt and faint pepper hop aromatics. Medium-light body, semi-sweet, apple-y and caramel-focused with a short, lightly bitter finish. The yeast seems to muddle the entire thing, but what’s there is dull anyways. ",,82351,8463,'2014-10-20 00:00:00'
3.5,"Bottle from the brewery best by February 2015. Clear gold and still body under a white head. Clean noble hop nose of lemon zest and white pepper, lightly grassy with strong calcium / mineral water character. Malt provides faint toastiness. Light bodied, semi-sweet with measured bitterness. Minerallic, airy, balanced with quenching carbonic acid. ",,47801,5346,'2014-11-10 00:00:00'
2.6,"Bottle from the brewery best by February 2015. Clear orange amber with a short white head. Toasty and nutty butter toffee malt-focused aroma with off-notes of pet dander, fabric, copper pennies. Faint herbal hop aroma. Medium-light body is semi-sweet with light to moderate bitterness and relatively low acidity leaving it flabby on the tongue. Low spritz of carbonation froths quickly leaving a syrupy, filmy short finish. Basic nutty / toffee malt with little hoppiness offered. Pretty poor compared to the brightness and quenching acidity of the Pilsner.",,40777,5346,'2014-11-10 00:00:00'
3.7,"Draft at the brewery. Hazy caramel brown with a tall and lasting off-white head. Airy minerals and toasted grain / grist nose; bright and sharp aroma hops are lemon oil and pepper, spicy like tettnanger, complimenting the strong cereal malt character, though it’s just barely wort-y / raw. The hoppiness grows as it warms, becoming one of the hoppier dunkels I’ve had. Crisp and lightly chewy in the mouth, semi-sweet, moderately bitter, medium body, bready with a toasty core. Brash carbonation and heavy minerals amplify the faint malt roughness. Highly caramelized, which is enjoyable, if only the carbonation was finer and the roughness worked out. ",,144605,8970,'2014-11-10 00:00:00'
3.5,"Draft at the brewery. Hazy caramel brown with a tall and lasting off-white head. Exactly the same color, opacity and head retention as the dunkel. Creamy, soft and sweet in the mouth, savory and filling, transitioning to a dry, peppery finish. Pleasant malt toffee / bread character, lighter bitterness and quieter aroma hops than the dunkel. Sulfur and faint game-y notes show up as it breathes and warms and there is a faint hint of butter. Pepper-spice-citrus oil hops show up as it breathes but still lighter expression than the dunkel’s hoppiness. Minerally, and very Franconia in character. Maltier, sweeter, nutty-toasty-spicy in the way of cardamom bread. You could tell me this was Zoiglbier and I wouldn’t blink. Long savory finish becomes a little wort-like. The balance is enjoyable, expression is above average.",,78896,8970,'2014-11-10 00:00:00'
2.9,"Draft at the brewery. Effervescent lightly hazed gold with a tall and lasting white head. Intense fruit candy aroma (gummy bears, bubble gum, pineapple sorbet, peach slices, apricot jelly), very out of character for pilsner, certainly non-traditional, and doesn’t stand out as the signature Cascade apricot / mandarin orange character at all. Medium-light body, sweet with relatively high acidity, carbonic acid cutting the sugar well, but still it tastes like artificial fruit candies with a heavy dose of white grape and candied pineapple (the white gummi bear note is remarkably odd).",,298367,8970,'2014-11-10 00:00:00'
3.3,"Bottle best by July 2015. Clear gold with a fine white head. Hop-forward aroma shows green noble hops as lemon-pepper, celery seed and grass, while malt is quiet cookie batter and toast. Medium body, slick and oily and viscous in the mouth. Semi-sweet, fine carbonation gives it proper creaminess while hop bitterness is strong but still balanced against sugar. Quite good shape out of the bottle, clean, hoppy, creamy and soft in texture. My only complaint is the greenness, hops coming across somewhat like the character found in wet hop beers.",,31268,4422,'2014-11-10 00:00:00'
3.1,"Bottle from the brewery in Hütten, best by January 2015. Clear pale gold with a white head. Quiet nose of stale corn kernel, paper, saltine cracker, toasted grain; with faint lemon-herb hoppiness and bright calcium carbonate mineral touches. Medium-light body, decent malt presence in the mouth, clean, lightly sweet, moderately bitter, somewhat grainy and papery. Nothing off, maintains balance well but lacks expression. Simple quaffable Pilsner. ",,79402,8948,'2014-11-10 00:00:00'
2.2,"Bottle best by March 2015. Clear pale gold with a white head and little retention. Malty nose shows notes of saccharine / nutri-sweet, glue and paper starch. Light body, sweet and syrupy with fizzy carbonation leading to a short, watery finish. Soda water carbonation with starchy / chalky malt texture. Nothing intriguing and there’s little ingredient expression. Blinded I may guess N/A beer.",,20439,3206,'2014-11-10 00:00:00'
2.6,"From draft at the brewery in Kulmbach. Hazed copper with a fine off-white head. Toasty, bready, cereal-heavy, nutty malt aroma with touches of candy apple amber malt and faint yeast doughiness. Lightly hoppy apricot jam and herbs. Medium body, sweet, rough in the mouth, medium-low bitterness. Acidic and yeasty and dirty in the mouth. Could use longer lagering and probably benefit from a different yeast strain, since it’s showing a strong dusty circus peanut candy dirtiness.",,77817,6922,'2014-11-11 00:00:00'
2,"From draft at the brewery in Kulmbach. Lightly hazed gold with a fine white head. Aroma is lightly malty, smelling of paper and husks, with faint lemon noble hop accents. Medium-light body with the flavor and texture of toothpaste (fluoride mouthwash, mint, carbonic acid, paste / silt). Terribly rough mouth feel.",,60533,6922,'2014-11-11 00:00:00'
3.1,"Clear amber gold, lightly effervescent with a white head. Malty aroma of candy sugar, pale malt honey pastries, hops are faint peach, faint off-notes of detergent, plastic and cauliflower (DMS), which sounds bad but again, it’s a mild off-aroma. Rich and full bodied, honey-ish with lip smacking crispness. Honey malt / sugar syrup, light ethanol in the finish.
",,38256,5090,'2014-11-11 00:00:00'
3,"Draft at Brauerei Barnikel. Clear gold with a bubbled white head. Clean, malty pilsner with medium bitterness, lightly spicy / peppery, low citrus / lemon quality, more similar to low-hopped Pilsner or Helles. Faint papery off-notes of grain husks and potato starch. Fine carbonation and zesty lemon noble hop bitterness. Carbonic acidity is quenching and saliva-inducing. Lightly sweet with medium bitterness. Very clean. Short finish turns papery.",,38258,5090,'2014-11-11 00:00:00'
2.2,"Draft at the brewery. Corny twang with mild DMS notes and strong saccharine / nutri-sweet. Syrupy corn kernels and light butter. Sweet, low bitterness, low acidity, vanilla cream soda sugar smell and flavor. Seltzer carbonation and simple syrup texture. Poor stuff. ",,79405,5758,'2014-11-11 00:00:00'
2.9,"From draft at the brewery in Roedental. Lightly hazed honey gold with a lasting white head. Quiet nose shows of pale malt as crackers, toast and faint honey, with minimal hop aroma of floral lemon. Lightly lactic / doughy with fizzy carbonation. Light body, lightly sweet with medium bitterness and acidity. Hops come across as somewhat minty / green leading to a finish that resembles mouthwash. Pretty simple all around.",,90133,5956,'2014-11-11 00:00:00'
2.7,"Draft at the brewery in Roedental. Opaque amber with a fine off-white head. Doughy yeast aroma, malt is bready, lightly caramelized, hops are lightly spicy and smell and taste of orange gelatin with mild off-notes of latex. Medium-light body, sweet with mild bitterness and medium+ acidity. Bit husky and showing subtle over-caramelization in a short finish. Not very intriguing, too yeasty and unclean and the body is watery.
",,76022,5956,'2014-11-11 00:00:00'
2.1,"From draft at Ed’s Braustüble in Coburg. Cloudy chestnut brown with a tan colored head. Malty, toasty, bready and nutty, touches of red apple and plum with strong off-notes of diacetyl. There’s also something that may be isovaleric acid (cheese, sweat). Sweet with low bitterness and low, fine carbonation. Sweet cola and caramel malt finish. Simple and flawed, though the character of the stube makes up for the disappointing beer.",,129295,12005,'2014-11-11 00:00:00'
2.3,"Bottle from the brewery best by May 2015. Clear gold with a short white head. Calcium / mineral-focused nose shows quiet Pilsner malt toastiness with mild off-notes of DMS (creamed corn and concrete mix). Light body, off-dry with medium bitterness. Rough, fizzy carbonation and husky-grainy texture. Watery short finish. Though it has flaws, it’s almost flavorless, more akin to carbonated water than beer.",,186326,2949,'2014-11-11 00:00:00'
3.7,"Draft at the brewery. Lightly hazed honey gold with a short, quickly dying white head. Malty, honey-ish, mineral-focused, showing Hallertau apricot jam aroma hops well. Sweet, medium body, rich and savory in the mouth, measured bitterness and medium acidity. Remarkably long and savory malt finish peppered by restrained noble hop bitterness. Juicy, sweet and clean, full of savory, filling melanoidins. It’s not the most expressive Landbier, but it is lip-smacking and the balance is stellar, allowing it to easily be put down in gulps even with the high sweetness.",,74949,8703,'2014-11-12 00:00:00'
3.2,"Bottle best by April 2015. Lightly hazed gold with a quickly diminishing white head. Aroma shows Pilsner malt well as baked baguette and saltine cracker with faint noble aroma hops as grass, lemon zest and celery seed. Light body, medium sweetness with relatively strong bitterness but it seems more of a husk-derived astringency than from hop bitterness, and the ambient vitamin chalkiness becomes grating with time. Lightly lactic and pasty and sharp in the mouth, but otherwise clean and quaffable.
",,68265,5494,'2014-11-12 00:00:00'
2.3,"33cl bottle best by March 2015. Deep brown with a short off-white head. Sugary pastry and plum ester and burnt cola malt aroma with mild mineral / gravel notes and a hint of autolyzed yeast. Medium body, sweet approach turning watery and thin in a short finish that resembles malzbier: cola flavoring, plum sugar, mild solvent and metal flake. Low bitterness and low acidity leave it flabby and watery. Pretty poor beer all around, I don’t think Jean Paul would be happy with this, but maybe this actually is what beer was like in the 1800s around here.",,298696,5494,'2014-11-12 00:00:00'
3.6,"Clear reddish amber with a large bubbled off white head. Rich and toasty and melanoidin rich honey-ish malt, smelling of sugary pastries and caramelized amber malt. Medium body, sweet, lightly bitter with medium acidity. Finish showing bitter citrus rind and highly caramelized sugars: aramel-drizzled almond pastries and nutty hop bitterness. It’s clean and rich and lip smacking and delicious but after a half glass the maraschino cherry and peach fuzz fruit sweetness becomes fatiguing.",,130165,5082,'2014-11-08 00:00:00'
1.9,"Draft at the brewery. Sourish creamed corn / DMS strong in the nose. Smells of butter, cream, vegetables, sweat. Sweet, syrupy, rough carbonation, low bitterness and medium acidity, light sulfur and turnip notes in a watery short finish.
",,38196,5082,'2014-11-11 00:00:00'
2.9,"Bottle best by February 2015. Clear fluorescent orange body with a fine white head. Aroma is Munich malt toffee, red delicious apple, paper starch, copper pennies; aroma hops are faintly floral / herbal. Light body, semi-sweet with relatively low bitterness and medium acid. Watery in the mouth but the carbonic acid holds it together just enough. It’s clean, but if only the malt and hop expression were better we would have something drinkable.",,29390,4244,'2014-11-12 00:00:00'
2.6,"Bottle best by March 2015. Clear gold with a foamy white head. Hoppy aroma shows well German noble hops as citric lemon, white pepper, faint flowers. Strong calcium mineral content shows in the nose more than the Pilsner malt. Medium-light body, semi-sweet approach turning sweeter in the finish, resembling saccharine with an aspartame twang. Bitterness is medium-low, body is watery and thin and the unpleasant saccharine note grows in the finish. Smells and looks okay, but flavor balance is off.",,15743,457,'2014-11-13 00:00:00'
2.4,"Bottle best by December 2014. Clear dark amber with a fine white head. Oxidized amber malt in the nose shows itself as copper pennies and cardboard. Medium bodied and savory in the mouth, off-dry, starchy and chalky. Medium-low bitterness, medium+ acidity. Red apple skin and cara malt simpleness.",,264536,2035,'2014-11-13 00:00:00'
3.4,"Bottle best by July 2015. Clear ruby brown body with a thin white head. Malty nose is nutty and toasty in the way of baked crusty bread. Some faint yeast chalkiness / vitamin powder character underlies the maple / caramel core; as a whole the aroma is quiet. Medium body, lightly sweet, rich and savory in the mouth. Nutty / toasty, slightly chalky, the effect in the mouth not much different than the nose. Clean, minerally, well-balanced, but limited.",,222442,8258,'2014-11-13 00:00:00'
2.8,"Bottle from the brewery best by April 2015. Clear honey gold with a short white head. Spiced clover honey aroma impression with touches of calcium / mineral water, somewhat leafy / grassy but altogether quiet. Medium body, rich in the mouth, tasting of corn syrup and not much else. Watery, short finish with lingering honey melanoidins. There’s an ambient mint / alcohol / mouthwash effect, not as bad as in their Kellerkrönla but still bothersome.",,68602,8258,'2014-11-13 00:00:00'
2.5,"Bottle from the brewery best by June 2015. Faintly hazed gold with a thin white head. Quietly hoppy aroma impression is mint and calcium carbonate, so the toothpaste effect is present, but not to a level to ruin the experience. Lightly grassy and citric, light bodied, spicy in the mouth, the bitterness and flavor again resembling toothpaste and mouthwash. Sharp, acidic, chalky and dirty with a watery short finish. Arggh. ",,68606,8258,'2014-11-13 00:00:00'
2.2,"Bottle from the brewery best by April 2015. Clear gold with a lasting white head. Malt has as enjoyable baked baguette quality but it’s drenched in diacetyl / buttered popcorn. Light body, crisp, lightly sweet approach turning watery and thin late. Butter and mineral notes retronasal with faint peppermint / toothpaste hops (what is it about their choice of hops and the toothpaste effect?). Sadly in bad shape.",,68600,8258,'2014-11-13 00:00:00'
3.2,"Bottle best by February 2015. Hazy orange with a short white head. Ester spice aroma impression is nutmeg, clove and banana; malt is bready, seedy, spice, vibrant in the nose. Medium-full body, semi-sweet approach turning dry in a short, thin and watery finish. There’s some hot fusels when warm, and the apple brandy alcohol effect isn’t so pleasant. ",,134596,4143,'2014-11-13 00:00:00'
3.3,"33cl swing top bottle from the brewery in Kronach. Hazed gold with a patchy lasting white head. Strong American hop aroma is pine resin, orange jam and pineapple gelatin. Ale-like medium body, rich and expanding from fine, natural carbonation. Semi-sweet with strong bitterness, hoppy in the way of American pale ale, somewhat resinous, husky and abrasive across the middle and back, finishing long and dry with silty yeast touches.",,299259,12016,'2014-11-15 00:00:00'
2.7,"33cl bottle best by March 2015. Clear gold with a large-bubbled white head. Aroma shows strong American hops as pine lumber and lemon pulp with odd notes of onion and dryer sheets. Light body, off-dry, juicy and oily and bitter. Sharp in the mouth with unpleasant shallot and cheese rind hoppiness, malt sugar nearly all fermented out and unable to stand up to the high bitterness. The full effect is stark and astringent, and the lingering silt / vitamin pastiness is not appreciated. ",,252899,778,'2014-11-12 00:00:00'
3.3,"Draft. Clear pale gold with a lasting white head. Hoppy nose shows sharp and clean Spalt lemon-pepper character with bright mineral water accent. Light body is rough, lightly sweet, bitter with quenching acid. Zesty lemon rind hoppiness is enjoyable while the Pilsner malt is husky and slightly papery (not evident in the aroma). A lot to like in the aroma, if only the body wasn’t so coarse.",,24570,3742,'2014-11-08 00:00:00'
4,"500ml swing top bottle best by December 2014. Hazy rusty red body with a fine off-white head. Yeasty cinnamon spice aroma shows red delicious apples and crusty baked bread. Medium body, highly effervescent, off-dry sweetness, medium-high acidity. Just-burnt bread and hints of smoked malt. Toasty, nutty and bready, phenolic. Really fucking delicious when it settles a bit after pouring... not Franconian in character, and closer to ale than lager given the phenolic quality, but it has a lot in common with highly crusty / toasty dunkles and amber lager.  Seems like Lippert is a heck of an operation in Lichtenfelds, from the two products sampled so far. ",,212965,16731,'2014-11-15 00:00:00'
3.8,"Swingtop bottle dated November 28 2014.
Hazed deep amber with a fine and lasting white head.
Salty smoked ham rauch character has some depth... meaty, honey-ish, nutty and bready like savory speck pastries. Medium-full body is off-dry with high saltiness and medium+ bitterness. Slightly silt-like and coarse in the mouth from malt, the carbonation is fine. Expression is nice, smoke character speaks to authentic rauchbier.",,212966,16731,'2014-11-15 00:00:00'
3.3,"From draft at the brewery in Kronach. Hazed gold body with a fine white head. Malty aroma shows doughly Pilsner malt, lightly buttery but seems to work with the buttered bread maltiness. Medium-light body, lightly sweet, malty more than hoppy, doughy in the mouth, creamy fine carbonation is enjoyable, it’s uncommonly soft in the mouth. Malty is honey-ish, doughy, baguette like, minimal hop aroma seems washed out by the yeast, but it’s lightly hopped anyway, only showing a faint apricot jam hoppiness after is warms. Doughy yeastiness creeps over into lactic territory but the effect is minimal. Decent quaffer, a little too syrupy / raw in the mouth and under-hopped but otherwise decent. ",,298891,6338,'2014-11-13 00:00:00'
3.5,"Bottle best by April 2015. Clear gold with a tall white head. Quiet floral-lemon aroma hops, airy, lightly bready / baguette like malt. Decent aroma. Medium body, lightly sweet with balanced bitterness. High mineral water character. Clean, snappy in the mouth, carbonation is creamy and the malt is smooth. Solid bottled Pilsner. Likely the same as the Kellerbier but with filtration.",,71888,7765,'2014-11-15 00:00:00'
3.5,"Bottle best by May 2015. Clear gold with a tall white head. Floral-lemon-pepper aroma hops are pleasant, malt is crackery, lightly toasty. Fine carbonation and creamy mouth feel, lightly sweet with balanced bitterness. Pretty good shape from the bottle, nothing off, it’s nuanced and aromatic and maintains flavor balance beginning to end. Not the most expressive but at least not flawed. ",,159341,7765,'2014-11-15 00:00:00'
3,"Bottle best by March 2015. Clear chestnut brown body with a medium-sized off-white head. Toasty, nutty malt-forward aroma. High bitterness, husky and rough in the mouth, seemingly from roast and not hop bitterness. Off-dry, medium acidity, medium bitterness. Burnt pie crust and over-baked bread maltiness. It’s nice but it’s not really together than well. Clean, nutty, woody, toasty, if only the texture were as smooth as the Pils and Kellerbier bottles.",,299168,7765,'2014-11-15 00:00:00'
2.3,"Undated bottle. Clear orange with a large-bubbled white head. Paper starch aroma with sweaty / game-y notes, somewhat mildew-like. Medium-light body, worty raw caramel malt flavor profile, semi-sweet with low bitterness. Watery copper-flavored finish. Gross.",,73459,1161,'2014-11-15 00:00:00'
1.7,"Bottle best by February 2015. Clear amber gold with a white head. DMS all over this one too, manifesting as tomato and cauliflower and creamed corn with oxidized cara malt copper pennies, fucking hell. Semi-sweet, lightly salty and acidic. Malt texture is nice, has some fullness and carbonation is nicely fine, but man the off-flavors are off., and there’s nothing here that says Pilsner at all, not color, aroma or flavor balance.",,52682,6351,'2014-11-15 00:00:00'
1.5,"Bottle best by March 2015. Hazy dark gold with a white head. Strongly flawed aroma is autolyzed yeast, sweat, tomato and cauliflower DMS. Medium body, sour and yeasty and raw and unfinished. Medium sweetness, low bitterness, high silt content. Tastes like it was just pitched. Ugh.
",,74645,6351,'2014-11-15 00:00:00'
1.4,"Bottle best by February 2015. Clear amber gold with a short white head. Paper mache / starch with copious amounts of DMS / tomato... metallic ketchup comes to mind, what the fuck. Semi-sweet, salty, tomato / sugar / ketchup effect. Pasty and silty in the mouth. Gag-inducing.",,52678,6351,'2014-11-15 00:00:00'
3.9,"Draft at the brewery in Debring, unfiltered from keg. Lightly hazed amber with a fine white head. Aroma impression is clover honey, nut oils, seed bread, faint soapy esters and quiet German noble hops (the ubiquitous floral lemon and pepper). Full bodied and rich, sticky, peppery, nutty and seedy retronasal. Fine carbonation delivers nutty pastry maltiness, and the mouth feel is rich and full. Long noble hop peppery finish. Delicious, balanced and clean, this lip smacking heller bock may be one of the best in Oberfranken.",,53638,5759,'2014-11-20 00:00:00'
2.6,"From draft at Wernsdörfer in Schonbrunn. Clear honey gold with a short white head.
Medium body, starchy and paper with metallic off-notes. Wort-y extract syrup rawness, syrupy malt with some silty coarseness. Sweet and malty, toffee / caramel accents. Simple landbier hell, faint diacetyl in the nose with the acid signature showing itself as well. Pretty simple with quiet faults.",,74160,8558,'2014-11-23 00:00:00'
2.5,"Bottle best by July 2015. Lightly hazed honey gold with a short white head. Grain husks, potato starch, metal and dead yeast in the nose with touches of faint apricot jam. Medium body, lightly sweet, low bitterness, creamy carbonation delivers syrupy malt. Brown banana and chalk finish. Simple beer.",,151786,586,'2014-11-23 00:00:00'
3,"Bottle dated 6/4, whatever that means. Lightly hazed gold with a quickly diminishing white head. Aroma shows Pilsner malt well as baked baguette and saltine cracker with faint noble aroma hops as grass, lemon zest and celery seed. Light body, medium sweetness with relatively strong bitterness but it seems more of a husk-derived astringency that from hop bitterness. Lightly lactic and pasty in the finish, but otherwise it’s clean and quaffable.",,42000,5494,'2014-11-23 00:00:00'
